REFERENCIA|DESCRIPCION|MATERIAL / FABRICANTE|FECHA | COSTO | PRECIO |12|50|100|300|500|1000
N072|Guantes de  Fibra Taeki5 Short con Rsistencia a la Abracion, Proteccion al Calor y  Proteccion Anticorte Nivel 5  |ZUBIOLA|23/02/2016|$26.000|$40.000|$38.800|$38.000|$36.000|$34.000|$32.000|$30.000
N073|Guantes de  Fibra Taeki5 con Rebestimiento Interno  en  Nitrilo, Rsistencia a la Abracion, Proteccion al Calor y  Proteccion Anticorte Nivel 5|zubiola|23/02/2016|$55.000|$84.615|$82.077|$80.385|$76.154|$71.923|$67.692|$63.462
CORPORAL|CORPORAL||||||||||
H001|Cinturón ergonómico de doble agarre|Kromia||$19.000|$27.143|$26.329|$25.786|$24.429|$23.071|$21.714|$20.357
H002I|Brazalete para brigadista ajuste velcro (Talla única)|Impermeable||$6.000|$12.000|$11.640|$11.400|$10.800|$10.200|$9.600|$9.000
H003|Juego de 2 Polainas en Carnaza con hebillas, para uso industrial de soldadura, pulimiento. |FD||$14.000|$28.000|$27.160|$26.600|$25.200|$23.800|$22.400|$21.000
H004|Juego de 2 Mangas en Carnaza con hebillas, para uso industrial de soldadura, pulimiento. |FD||$9.500|$19.000|$18.430|$18.050|$17.100|$16.150|$15.200|$14.250
H005|Capucha de protección en carnaza, para uso industrial de soldadura, pulimiento. |FD||$9.500|$19.000|$18.430|$18.050|$17.100|$16.150|$15.200|$14.250
H006|Overol Multiusos Microporos Poliolefin Taivex (Tallas M, L, XL, XXL) Ref. 11988771|Zubi Ola|27/08/2015|$9.600|$19.200|$18.624|$18.240|$17.280|$16.320|$15.360|$14.400
H006_M|Overol Multiusos Microporos Tipo Tyvek Micromax (Tallas M, L, XL)|Lakeland|04/04/2016|$17.400|$34.800|$33.756|$33.060|$31.320|$29.580|$27.840|$26.100
H006_D|Traje Tyvek protección contra quimicos actua como barrera frente a numerosas sustancias quimicas inorganicas de baja concentracion y particulas de mas de 1 ƒÊm. con zapaton .tallas S-M-L|DUPONT BLANCO|04/04/2016|$18.000|$36.000|$34.920|$34.200|$32.400|$30.600|$28.800|$27.000
 H006_3M| Traje de Seguridad  4530| 3M||$24.000|| $ -   | $ -   | $ -   | $ -   | $ -   | $ -
H00619|Traje Tyvek protección antofluido. con zapaton .tallas S-M-L|Kimberly  - WT||$13.362|$19.650|$19.061|$18.668|$17.685|$16.703|$15.720|$14.738
H006_16|Traje protección contra quimicos Steelgen (Tallas M, L, XL)|Vicsa- Steelpro|27/08/2015|$8.268|$16.537|$16.041|$15.710|$14.883|$14.056|$13.229|$12.403
H006_9S| Traje tychem cosido.T/xl overol con gorro. Sistema de cierre con cremallera frontal y ajuste elástico en cara, muñecas y tobillos.Tychem® qc es una tela protectora de duponttm tyvek® recubierta con una película de 1.25 Mils. De polietileno. Es una protección confiable para|DUPONT INMA QC 127SLY AMARILLO||$17.727|$35.454|$34.390|$33.681|$31.909|$30.136|$28.363|$26.591
H006_19S|Los trajes Kleenguard* A70 de protección contra químicos bajo presión son los trajes de uso limitado ideales para proteger a las personas de la penetración de químicos líquidos peligrosos, inclusive bajo presión (mangueras, spray, atomizadores, etc.).|Kimberly  - WT Amarillo||$23.200|$46.400|$45.008|$44.080|$41.760|$39.440|$37.120|$34.800
H007|Canillera alta para corte de caña, con fleje de acero, forrado en plástico, correas y hebillas para ajuste, con protector de empeine.|ARSEG||$46.620|$77.700|$75.369|$73.815|$69.930|$66.045|$62.160|$58.275
H008K|Juego de dos mangas ajuste caucho|Dacrón|||$12.000|$11.640|$11.400|$10.800|$10.200|$9.600|$9.000
H008D|Juego de dos mangas ajuste caucho|Dril|||$15.000|$14.550|$14.250|$13.500|$12.750|$12.000|$11.250
H009|Guante uso alcoholes y disolventes, guantelete aislado HI-LO para altas y bajas temperaturas, con guante interior de algodón acolchado, permite la manipulación intermitente en líquidos calientes (hasta 180°C) y a temperaturas muy bajas (-25°C), Producto de Clase III (protección contra riesgos mortales). Longitud 18 Cumple con EN 388:2003 para Riesgos Mecánicos 3222. EN 374: 2003 para productos químicos y microorganismos.|ARSEG||$44.000|$62.857|$60.971|$59.714|$56.571|$53.429|$50.286|$47.143
H010|Kit HAZ-MAT de respuesta a derrames (ácidos, bases, líquidos desconocidos), contiene: 3 calcetín rosados de 8cm diam. X 117cm largo, 12 tapetes pequeños doble capa de 42cm x 51cm, 2 bolsas de eliminación con atadijos, absorbe 5 galones, peso 8 lbs. Marca NEW PIG.|ARSEG||$250.000|$357.143|$346.429|$339.286|$321.429|$303.571|$285.714|$267.857
H010_DA|Kit HAZ-MAT de respuesta a derrames (ácidos, bases, líquidos desconocidos), contiene: 3 calcetín rosados de 8cm diam. X 117cm largo, 12 tapetes pequeños doble capa de 42cm x 51cm, 2 bolsas de eliminación con atadijos, absorbe 20 galones, peso 8 lbs. Marca NEW PIG.|DA|17/02/2016|$170.625|$341.250|$331.013|||||
H011|Protector de manga en Vinilo, cierre velcro y embone en contorno. (Par Talla única)|FD|||$6.000|$5.820|$5.700|$5.400|$5.100|$4.800|$4.500
H012|Hombreras para carga|IS|06/04/2015|$25.000|$50.000|$48.500|$47.500|$45.000|$42.500|$40.000|$37.500
H013|La hombrera sufridor ambidiestra SOSEGA® es un elemento ideal para proteger el área del hombro en los procesos de cargue, descargue y dezplazamiento de mercancía. | SOSEGA®|14/04/2015|$29.500|$49.167|$47.692|$46.708|$44.250|$41.792|$39.333|$36.875
H014|Polainas  reflectivas||11/06/2015|$21.000|$35.000|$33.950|$33.250|$31.500|$29.750|$28.000|$26.250
SEÑALIZACIÓN|Y||||||||||
Y001|Cono Vial Base Cuadrada de 45 cm|FD||$16.800|$33.600|$32.592|$31.920|$30.240|$28.560|$26.880|$25.200
Y002|Cono Vial Base Hexagonal de 45 cm|FD||$15.000|$30.000|$29.100|$28.500|$27.000|$25.500|$24.000|$22.500
Y003|Cono Vial Base Hexagonal de 70 cm|FD||$18.300|$36.600|$35.502|$34.770|$32.940|$31.110|$29.280|$27.450
Y004|Cono Vial Base Cuadrada de 70 cm|FD||$23.700|$47.400|$45.978|$45.030|$42.660|$40.290|$37.920|$35.550
Y005|Cono Vial Base Cuadrada de 90 cm|FD||$37.300|$57.385|$55.663|$54.515|$51.646|$48.777|$45.908|$43.038
Y006|Cinta Señalización Peligro 500m|FD||$18.900|$37.800|$36.666|$35.910|$34.020|$32.130|$30.240|$28.350
Y007|Cinta Señalización Peligro 300m|FD||$15.500|$31.000|$30.070|$29.450|$27.900|$26.350|$24.800|$23.250
Y008|Paletas pare y siga|FD||$17.900|$25.571|$24.804|$24.293|$23.014|$21.736|$20.457|$19.179
Y008_1|PaleTas en acrilico|FD||$17.900|$25.571|$24.804|$24.293|$23.014|$21.736|$20.457|$19.179
Y009|Señales elaboradas en lamina de polietileno de 29 X 14 cms|FD||$3.500|$11.667|$11.317|$11.083|$10.500|$9.917|$9.333|$8.750
Y010| Decametro de 10Mt en fibra de vidrio|FD||$19.300|$32.167|$31.202|$30.558|$28.950|$27.342|$25.733|$24.125
Y011|Paleta PARE-SIGA, de 0.30 x 0.30 Mts, octogonal, con Reflectivo Grado Ingenieria marca 3M.| PR-30 GI||$14.600|$29.200|$28.324|$27.740|$26.280|$24.820|$23.360|$21.900
Y012|Tesa Cinta antideslizante negra 48 mm 5 metros fotoluminiscente|TESA||$49.900|$71.286|$69.147|$67.721|$64.157|$60.593|$57.029|$53.464
Y013|Colombina plàstica de 1.29 mts de altura para sujecion de Cinta de Demarcaciòn con 3 Franjas de 3 en reflectivo alta densidad, base piramidal 2 piezas tubo y base|C V|06/05/2015|$23.400|$33.429|$32.426|$31.757|$30.086|$28.414|$26.743|$25.071
Y014|cono  vial  reflectivo  50cm|FD|11/06/2015|$48.000|$68.571|$66.514|$65.143|$61.714|$58.286|$54.857|$51.429
Y015|cono  vial  reflectivo  70cm|FD|12/06/2015|$60.000|$85.714|$83.143|$81.429|$77.143|$72.857|$68.571|$64.286
Y016|cono  vial  reflectivo  90cm|FD|13/06/2015|$68.000|$97.143|$94.229|$92.286|$87.429|$82.571|$77.714|$72.857
SEÑALIZACIÓN|PERSONALIZADAS (Y900 a Y999)||||||||||
Y900|Paleta de Señalización Hexagonal  30 x 30 Cmts, con calcomanía laminada Impresa a ambos lados |Plastico|20/05/2015|$16.500|$35.000|$33.950|$33.250|$31.500|$29.750|$28.000|$26.250
Y901|Paleta de Señalización Hexagonal Fotoluminance  30 x 30 Cmts, con calcomanía laminada Impresa a ambos lados |Plastico|15/02/2016|$35.000|$70.000|$67.900|$66.500|$63.000|$59.500|$56.000|$52.500
CAIDAS|K||||||||||
K001|Arnés en H 3 argollas: multipropósito con 3 argollas: una dorsal para restricción y detención de caídas y dos  laterales de posicionamiento para descenso y ascenso controlado, reatas con indicador de impacto. Reata y Herrajes certificados bajo norma CSA Z259.12-01 Ansi/asse Z359.12-2009 Argolla 22.2 kN Reata: 5000Lbs|LT3H||$120.000|$200.000|$194.000|$190.000|$180.000|$170.000|$160.000|$150.000
K002|Arnés cruzado de 4 argollas: multipropósito con 4 argollas: una dorsal para restricción y detención de caídas, dos laterales de posicionamiento y una pectoral para descenso y ascenso controlado, reatas con indicador de impacto. Reata y Herrajes certificados bajo norma CSA Z259.12-01 Ansi/asse Z359.12-2009 Argolla 22.2 kN Reata: 5000Lbs|LT4C||$117.000|$170.000|$164.900|$161.500|$153.000|$144.500|$136.000|$127.500
K003|Arnés cruzado de 5 argollas: multipropósito con 5 argollas: una dorsal para restricción y detención de caídas, dos laterales de posicionamiento y dos para descenso, ascenso controlado y espacios confinados, reatas con indicador de impacto. Reata y Herrajes certificados bajo norma CSA Z259.12-01 Ansi/asse Z359.12-2009 Argolla 22.2 kN Reata: 5000Lbs|LT5H||$130.000|$185.714|$180.143|$176.429|$167.143|$157.857|$148.571|$139.286
K004|Eslinga para posicionamiento y restricción en cuerda de poliéster, de 1.80, con mosquetón americano de doble seguro en cada extremo.|Poliéster|||$268.000|$259.960|$254.600|$241.200|$227.800|$214.400|$201.000
K005|Cinturón de seguridad tipo liniero, faja angosta en cuero, portaherramientas, eslinga en cuerda de poliéster, con mosquetón de doble seguro. Recomendado únicamente para labores de posicionamiento|9017|||$115.000|$111.550|$109.250|$103.500|$97.750|$92.000|$86.250
K006|Sistema línea de vida vertical. Compuesta por: una línea de vida vertical en cuerda de poliéster de 16 mm. de diámetro x 15 m. de longitud Ref: 5707-15. Con mosquetón de 2 1/4 de apertura, un adaptador de anclaje reforzado Ref: 5700-43, una eslinga con sistema de absorción de choque de 90 cm. Ref: 9-017-90. Un arrestador de caídas automático Ref: GR-100. Caja receptora para mosquetón de 2 1/4 Ref: 5701-08 y un contrapeso de 5.7 lbs Ref: 5700-72. Kit empacado en un maletín en lona contramarcado Ref: 5700-76. Longitudes de cuerda solo en múltiplos de cinco (5). Máxima longitud disponible: 50 m.|Arseg|||$1.670.300|$1.620.191|$1.586.785|$1.503.270|$1.419.755|$1.336.240|$1.252.725
K018|MOSQUETON DE 23 KN EN ALUMINIO SEGURO AUTOMATICO CUMPLE NORMA DE CERTIFICACIÓN CE 0299 EN 362-4 CONTRAMARCADO EN EL TAMBOR DEL MOSQUETON MARCA YOKE|||25000|$38.462|$37.308|$36.538|$34.615|$32.692|$30.769|$28.846
K007|Arnés multipropósito premium de cuerpo entero con soporte lumbar, anillo dorsal en reata para detención de caídas, argolla en “D” frontal para ascenso y descenso controlado. Argollas en “D” pélvicas para posicionamiento. Todas las argollas en “D” se encuentran aisladas y con una resistencia de 50000 voltios, capuchones para herrajes metálicos con una resistencia de 10000 voltios. Hebillas de cierre por inserción. Calidad Certificada SGS Norma ANSI Z359.1 – 2007|9 059 4  1D||$596.930|$918.354|$890.803|$872.436|$826.518|$780.601|$734.683|$688.765
K008|Adaptador de anclaje portátil de una argolla|57 0027||$55.390|$92.317|$89.547|$87.701|$83.085|$78.469|$73.853|$69.238
K009| ASCENDEDOR TIPO JUMAR DERECHO CUMPLE NORMA DE CERTIFICACIÓN CE 1019 EN 567 PARA USAR CON CUERDAS DE 8 A 12 MM MARCA ALPEN|107000||$157.353|| $ -   | $ -   | $ -   | $ -   | $ -   | $ -
K010|ARNÉS MULTIPROPÓSITO DE 4 PUNTOS DE ANCLAJE TIPO D DIELECTRICO, SENCILLO. CUMPLE NORMA DE CERTIFICACION|MARCA ORBIT REF CL04 DTC||$278.000|$397.143|$385.229|$377.286|$357.429|$337.571|$317.714|$297.857
K011| PRETALES PARA TRABAJO EN POSTE|DA||$117.000|$167.143|$162.129|$158.786|$150.429|$142.071|$133.714|$125.357
K012|402-MT-X4 ARNÉS MULTIPROPÓSITO DE 4 PUNTOS DE ANCLAJE TIPO D (MULTITECH CRUZADO), UNO EN LA ESPALDA PARA DETENCIÓN DE CAÍDAS, DOS LATERALES EN LA CINTURA PARA POSICIONAMIENTO Y UNO EN EL PECHO PARA RESCATE,ASCENSO Y DESCENSO. CUMPLE NORMA DE CERTIFICACION MARCA XP SAFETY|DA||$135.000|$178.000|$172.660|$169.100|$160.200|$151.300|$142.400|$133.500
K013| Arnés cuerpo entero con argolla dorsal en “D” para restricción y detención de  caídas. Calidad Certificada SGS Norma ANSI Z359.1 – 2007|Arseg 9 059 5||$163.000|$217.333|$210.813|$206.467|$195.600|$184.733|$173.867|$163.000
K014|Arnés encuellador. Arnés en “H”, con correa pectoral y hebilla para graduación que evita su libre desplazamiento. Posee faja lumbar colchada con argollas dorsal en “D” y laterales a nivel de la cadera, que proporciona comodidad en trabajos de posicionamiento. Conformado por un protector abdominal desmontable, con hebillas de conexión rápida, que facilitan su ajuste de acuerdo a la antropometría del trabajador y que permiten un desenganche del sistema de restricción en caso de emergencia. La superficie externa del protector es en cuero, para proporcionar una mayor resistencia a la fricción. Calidad Certificada SGS Norma ANSI Z359.1 – 2007|Arseg 9 0597 3||$615.390|$769.238|$746.160|$730.776|$692.314|$653.852|$615.390|$576.928
K015| Eslinga para posicionamiento y restricción graduable por medio de una hebilla en aluminio. Elaborada en cuerda de poliéster de tres cabos renzada de 1/2” (13 mm.) de diámetro, con mosquetón americano de doble seguro de 3/4” de apertura en ambos extremos. Calidad Certificada GS Norma ANSI A10.32-2004. Longitud 1.8 m.*|Arseg|17/11/2015|$129.399|$258.798|$251.034|$245.858|$232.918|$219.978|$207.038|$194.099
K016| Cinturón de seguridad tipo liniero, faja ancha acolchada en cuero, portaherramientas, eslinga en cuerda de poliéster, con mosquetón de doble   seguro. Recomendado únicamente para labores de posicionamiento.|Arseg||$145.390|$181.738|$176.285|$172.651|$163.564|$154.477|$145.390|$136.303
K017| Arnés Dieléctrico multipropósito de cuerpo entero con soporte lumbar, anillo dorsal en reata para detención de caídas, argolla en “D” frontal para ascenso y descenso controlado. Argollas en “D” pélvicas para posicionamiento. Todas las argollas en “D” se encuentran aisladas y con una resistencia de 50000 voltios, capuchones para herrajes metálicos con una resistencia de 10000 voltios. Hebillas de cierre por Traslape. Calidad Certificada SGS Norma ANSI Z359.1 – 2007|Arseg 9 059 41D||$465.000|$581.250|$563.813|$552.188|$523.125|$494.063|$465.000|$435.938
K019| Adaptador de anclaje portátil reforzado, de una argolla y anillo en reata, Fabricado en reata poliéster de alta resistencia de 1 - 3/4” de ancho, reforzada con una base base de poliéster de 3” de ancho. Longitud  90 cm. Calidad Certificada SGS Norma ANSI Z359.1 – 2007|Arseg 57 0008||$100.000|$142.857||||||
K020| Linea de vida vertical en cuerda de 5/8 de 30 metros con mosquetón de 3/4 de apertura a un exremo marca ARSEG |Arseg 570630||$560.500|$800.714||||||
K021|Linea de vida vertical de 5/8, 75 pies de Longitud mezcla de poliester y polipropileno, con sistema de aseguramiento en un extremo|Arseg 570650||$767.500|$1.096.429||||||
K022|Sillla para trabajos en suspensión con cojín impermeable, sistema conformado por la base de EVA, soportado por correas en reata de alta resistencia y cinturón ajustable. Posee dos argollas| una frontal para suspensión y otra dorsal en el cinturón para desplazamiento horizontal del trabajador.|Arseg  990421||$275.000|$392.857|||||
k023| DISPOSITIVO RETRACTIL ANTICAIDAS CON UNA LONGITUD DE 4.5 MTRS. LINEA DE VIDA VERTICAL EN CABLE DE ACERO GALVANIZADO, Y CONECTOR GIRATORIO. CUBIERTA DE PROTECCION DE ABC. CUMPLE NORMA DE CERTIFICACIÓN MARCA IKAR|DA||$650.000|$812.500||||||
K024| Eslinga en “Y” de doble terminal con sistema de absorción de energía tubular y con mosquetón americano de doble seguro de 3/4” de apertura en el punto de anclaje y gancho de doble seguro de 2 1/4” de apertura en cada Terminal. Calidad Certificada SGS Norma ANSI Z359.1 – 2007. Longitud 1,8 m. únicamente|ARSEG  9 017 97||$380.000|$475.000||||||
K025|Arnés para detención de caídas y posicionamiento de cuerpo entero con anillo dorsal en reata para detención de caídas, argollas en “D” pélvicas para posicionamiento. con una resistencia de 50000 voltios, capuchones para herrajes metálicos con una resistencia de 10000 voltios. Hebillas de cierre por Traslape. Calidad Certificada SGS Norma ANSI Z359.1 – 2007|ARSEG  9 059 61D||$368.000|$460.000||||||
K026|Eslinga en “Y” de doble terminal para detención de caídas con sistema de absorción de energía, elaborada en reata de poliéster, con mosquetón americano de doble seguro de 3/4” de apertura en el punto de anclaje y gancho de doble seguro de 2 1/4” de apertura en cada Terminal. Calidad Certificada SGS Norma ANSI Z359.1 – 2007. Longitud 1.8 m.*|ARSEG 901794||$320.000|$533.333||||||
K027A| Eslinga para posicionamiento y restricción en cuerda de nylon, de1.80, con mosquetón americano de doble seguro en cada extremo. Calidad Certificada SGS Norma ANSI A10.32 - 2004. Marca ARSEG|ARSEG 9 017 621||$162.044|$216.059||||||
K027| Eslinga para posicionamiento y restricción regulable por medio de un freno de cuerda. Elaborada en cuerda de poliéster de tres cabos trenzada de 5/8” (16mm.) de diámetro, con mosquetón americano de doble seguro de 3/4” de apertura en uno de sus extremos. Calidad certificada SGS Norma ANSI A10.32-2004|ARSEG 9 017 621R||$261.000|$348.000||||||
K028|TIE-OFF ADAPTOR DE ANCLAJE DE 1.00 CM REF 304-N2H-1. EXTREMO, RESISTENCIA DE 5.000 LIBRAS X 150 CM DE LONGITUD. NORMA ANSI Z 359-1 - 2007, CSA Z259.12- 01 MARCA XP SAFETY|REATA DE NYLON||$28.000|$40.000||||||
K029AI|Tie off ( conectores de anclaje portatiles) | (Ref. 570008)|29/05/2015|$123.359|$176.227||||||
K030AI|Descendedor gri-gri PETZL |REF  D142|29/05/2015|$312.727|$446.753||||||
K031AI|Polea doble  |REF P66A|29/05/2015|$323.636|$462.337||||||
K031|Polea doble  |RP 120 ARSEG|02/07/2015|$238.000|||||||
K032AI|Polea sencilla para cuerda de 11 mm | PETZEL P59A|29/05/2015|$100.000|$142.857||||||
K033AI|Mosquetones  cierre automatico |50 KN|29/05/2015|$40.000|$57.143||||||
K034AI|Cuerda estatica de 11mm (Valor por metro)||29/05/2015|$6.200|$8.857||||||
K035AI|Bolso de rescate ( tula de rescate )| (Ref. 570076)|29/05/2015|$85.531|$122.187||||||
K036AI|Arnés multipropósito 6 argollas, para trabajos en espacios confinados de cuerpo entero con argolla dorsal en “D”, argollas laterales, argolla frontal en “D” y argollas sobre los hombros para operaciones de rescate. Calidad Certificada SGS Norma ANSI Z359.1 – 2007|(Ref. 90598)|23/03/2016|$193.800|$276.857||||||
K037AI|Bloqueador marca PETZL (gibs) arrestador de caida  |B54|29/05/2015|$429.090|$612.986||||||
K038AI| ANCLAJE CON ANILLO EN D PARA CONCRETO Una solución de anclaje simple, versátil y segura que ofrece un punto de conexión seguro para aplicaciones temporales o permanentes. Ensamble de anillo en D reutilizable. Diseño resistente para entornos rigurosos. El indicador de conexión segura notifica al usuario sobre la instalación correcta. Se insttala en orificios de 17,7 mm (11/16 in), 18 mm o 19,05 mm (3/4 in) solo se necesitan brocas estándares. Marca Dbi Sala |AI 2104560|17/06/2015|$264.820|$378.314||||||
K039| Polea Sencilla 2 en acero, resistencia 8000 lbs para uso con cuerda  hasta de 13MM|RP 118 ARSEG|02/07/2015|$168.571|$240.816||||||
K040|Cuerda Estática de 11.1mm, fabricada en Polyester, utilizada como cuerda de trabajouso liviano, para una persona, altamente resistente a la abrasión, humedad, ciertos químicos y rayos UV, elongación de 1.4%, trenzado grueso, resistencia de 7800 lbs.|ARSEG 400200|02/07/2015|$5.600|$8.000||||||
K041|Cuerda Estática de 12.7mm, fabricada en Polyester, utilizada como cuerda de trabajouso general, altamente resistente a la abrasión, humedad, ciertos químicos y rayos UV,elongación de 1.4%, trenzado grueso, resistencia de 9.557 lbs. (42.5 KN), color c|ARSEG 800200|02/07/2015|$6.500|$9.286||||||
K042| Mosquetón Carabiner de seguridad tipo gancho gatillo,en ACERO,Resistencia 22Kn.para uso general,cierre automático (auto-lock),Marca NIAGARA|ARSEG n252-2|02/07/2015|$44.750|$63.929||||||
K043| Descendedor GRIGRI autofrenante para una sola cuerda, desbloque de cuerda mediante la empuñadura,sistema autofrenante, regulación de deslizamiento,facilita el frenado de la cuerda en caso de caída, para cuerda de 10 - 11 mm, peso de 225g, color azul. M|ARSEG d14|02/07/2015|$245.714|$351.020||||||
